location,room_type,bed_type,room_size,ac,attached_bath,parking,kitchen,power_backup,wifi,tv,fridge,wardrobe,study_table,balcony,furnished,rent
Karukachal,Double,King Bed,221.0,1,0,1,0,0,1,0,1,1,1,0,Unfurnished,20082
Delhi,Quad,Double Bed,417.0,1,0,1,0,0,1,1,1,0,0,0,Semi,50965
Pathanamthitta,Triple,Bunk Bed,282.0,1,1,0,1,1,1,1,0,1,1,0,Semi,21074
Mumbai,Studio,Queen Bed,352.0,0,1,1,0,1,0,1,0,1,1,1,Unfurnished,65972
Kannur,Studio,Bunk Bed,242.0,0,0,1,1,1,0,1,1,1,1,0,Semi,22407
Kalamassery,Master,Queen Bed,174.0,1,1,1,1,0,0,1,0,1,0,1,Unfurnished,22323
Ranni,Studio,Double Bed,275.0,0,0,1,1,1,0,1,0,1,1,1,Semi,20717
Kaloor,Single,King Bed,82.0,1,1,1,0,0,1,1,0,0,0,1,Unfurnished,19381
Kochi,Double,Queen Bed,177.0,1,1,0,0,0,0,1,1,1,0,1,Fully,24497
Chennai,Single,King Bed,102.0,1,1,0,0,0,1,0,0,1,1,1,Unfurnished,22324
Mg Road,Quad,King Bed,576.0,1,1,1,1,1,1,0,1,1,0,1,Unfurnished,42449
Kottayam,Master,Double Bed,259.0,0,1,1,1,1,1,1,0,0,0,0,Semi,21448
Alappuzha,Master,Queen Bed,248.0,1,1,0,1,1,1,1,0,1,0,1,Semi,24893
Kannur,Triple,Queen Bed,374.0,1,0,1,1,0,1,1,1,0,1,0,Semi,28389
Palakkad,Double,Single Bed,204.0,0,0,1,0,0,1,1,0,0,0,0,Unfurnished,12748
Trivandrum,Studio,King Bed,395.0,0,1,1,1,1,1,0,1,1,0,1,Fully,38163
Pathanamthitta,Double,Double Bed,226.0,0,1,1,0,0,0,1,1,0,0,1,Unfurnished,14808
Jaipur,Studio,King Bed,268.0,1,1,1,0,0,0,1,1,0,1,0,Semi,33813
Palarivattom,Triple,No Bed,396.0,1,0,0,1,0,0,1,1,0,0,1,Unfurnished,26716
Ranni,Quad,No Bed,490.0,1,0,1,0,1,0,0,1,0,0,1,Unfurnished,20478
Pathanamthitta,Triple,King Bed,329.0,0,0,1,0,0,0,1,0,1,0,0,Fully,23325
Ahmedabad,Master,Single Bed,178.0,1,0,1,1,0,0,1,0,0,0,1,Fully,27201
Other,Studio,King Bed,225.0,0,1,1,1,1,0,0,1,0,1,0,Fully,28399
Mg Road,Double,King Bed,156.0,0,0,1,0,0,1,0,0,0,1,1,Fully,29032
Palakkad,Triple,Single Bed,316.0,0,1,1,0,0,0,0,1,1,0,0,Semi,20406
Kolkata,Master,Bunk Bed,265.0,1,0,0,0,1,1,0,1,0,0,0,Semi,23939
Kozhikode,Single,Queen Bed,111.0,0,0,0,1,1,0,1,1,1,1,0,Semi,15351
Trivandrum,Double,Double Bed,187.0,0,0,1,0,1,0,0,1,1,1,0,Fully,21095
Kottayam,Single,King Bed,128.0,1,0,0,0,1,1,0,0,1,1,0,Unfurnished,15210
Karukachal,Double,Queen Bed,166.0,1,0,0,1,0,1,1,1,1,1,1,Semi,20471
Alappuzha,Double,King Bed,228.0,0,0,0,1,0,0,1,0,1,0,1,Semi,19781
Ranni,Studio,Bunk Bed,255.0,1,1,1,1,1,1,1,0,0,0,1,Unfurnished,17781
Other,Double,Single Bed,148.0,1,0,1,0,0,1,0,0,1,0,0,Unfurnished,15582
Kaloor,Studio,Double Bed,255.0,0,1,0,0,1,1,0,1,0,0,0,Unfurnished,25936
Kochi,Double,Queen Bed,182.0,1,1,0,0,1,1,0,0,0,0,1,Semi,25327
Kaloor,Studio,No Bed,220.0,0,0,0,1,0,0,0,0,0,0,1,Fully,24556
Pathanamthitta,Quad,Single Bed,563.0,0,0,0,1,1,0,0,1,1,0,1,Semi,24785
Kalamassery,Double,Queen Bed,224.0,1,0,1,0,1,0,1,1,0,0,0,Semi,19645
Karukachal,Double,No Bed,214.0,0,1,0,0,0,1,1,1,0,1,0,Unfurnished,12105
Delhi,Double,Queen Bed,150.0,1,0,0,0,1,1,0,0,1,1,0,Fully,35089
Kakkanad,Triple,Double Bed,414.0,1,1,1,0,1,0,0,1,1,0,0,Unfurnished,26954
Thrissur,Triple,No Bed,343.0,1,0,0,1,0,1,0,1,1,1,1,Semi,26130
Jaipur,Triple,Queen Bed,371.0,0,1,1,1,0,0,0,1,1,1,0,Fully,32593
Other,Studio,King Bed,345.0,0,0,0,0,1,0,0,1,0,0,1,Semi,25682
Ranni,Double,Single Bed,188.0,1,0,0,0,1,1,0,1,0,0,1,Fully,16177
Other,Single,Double Bed,125.0,1,0,0,0,1,1,1,0,0,0,1,Unfurnished,11610
Trivandrum,Studio,Queen Bed,272.0,0,1,0,1,0,0,0,0,0,0,1,Semi,28213
Edappally,Single,King Bed,87.0,1,1,1,1,0,0,1,0,0,1,1,Semi,19928
Kottayam,Triple,Bunk Bed,262.0,1,1,1,0,1,1,0,1,1,0,1,Unfurnished,24581
Alappuzha,Triple,Bunk Bed,260.0,1,1,0,0,0,0,1,1,0,1,0,Unfurnished,19042
Trivandrum,Master,Queen Bed,251.0,1,1,1,1,0,0,1,0,1,1,0,Unfurnished,24514
Kakkanad,Studio,Queen Bed,338.0,0,0,1,1,1,1,1,0,1,1,1,Fully,30235
Alappuzha,Double,Double Bed,208.0,0,0,1,1,1,1,0,0,0,1,1,Unfurnished,15630
Pathanamthitta,Triple,King Bed,295.0,0,0,1,0,1,1,0,1,1,1,1,Unfurnished,22259
Pathanamthitta,Double,Double Bed,230.0,0,1,1,0,1,0,1,0,0,1,1,Unfurnished,16116
Karukachal,Single,No Bed,141.0,1,1,0,0,0,1,0,0,0,1,0,Unfurnished,9477
Trivandrum,Single,Bunk Bed,82.0,1,1,0,1,1,1,0,0,0,0,0,Semi,14612
Ahmedabad,Single,King Bed,104.0,0,1,1,0,0,1,1,1,0,1,0,Semi,20209
Ahmedabad,Master,Single Bed,203.0,1,1,0,0,1,1,0,0,1,0,0,Semi,29479
Thrissur,Single,Single Bed,89.0,0,1,0,0,1,1,1,0,1,0,1,Unfurnished,12450
Hyderabad,Master,King Bed,195.0,0,0,0,1,0,1,0,0,0,1,1,Fully,36933
Pathanamthitta,Single,No Bed,92.0,0,1,0,1,1,1,1,0,1,0,1,Semi,11076
Mg Road,Master,No Bed,272.0,0,1,0,1,1,0,1,1,1,0,1,Fully,28483
Pala,Master,Bunk Bed,225.0,1,1,1,0,0,1,0,1,0,0,1,Semi,18529
Other,Quad,No Bed,552.0,0,0,0,1,0,1,0,1,1,0,0,Fully,28237
Mg Road,Triple,Bunk Bed,341.0,1,0,1,1,0,0,0,0,0,0,1,Fully,29993
Hyderabad,Single,No Bed,129.0,0,1,0,0,1,1,1,1,0,1,1,Unfurnished,17430
Surat,Double,Double Bed,187.0,1,0,0,0,0,1,0,1,1,1,0,Fully,25529
Fort Kochi,Triple,Double Bed,400.0,1,1,0,0,1,1,0,0,1,1,0,Semi,32010
Fort Kochi,Studio,Queen Bed,253.0,1,1,1,0,1,0,1,0,1,0,1,Fully,36584
Changanassery,Triple,No Bed,387.0,1,0,1,0,0,1,1,1,1,1,1,Unfurnished,19690
Chennai,Triple,Single Bed,419.0,0,1,1,1,1,0,1,0,0,0,1,Unfurnished,31933
Palakkad,Studio,Queen Bed,214.0,0,1,0,0,0,0,0,1,1,1,0,Unfurnished,19713
Kottayam,Double,King Bed,238.0,0,1,0,0,0,0,1,1,1,0,1,Semi,23833
Changanassery,Quad,Double Bed,526.0,0,1,1,0,1,0,1,1,0,1,1,Unfurnished,26506
Alappuzha,Triple,No Bed,450.0,1,0,1,1,1,0,1,1,0,1,0,Semi,21408
Jaipur,Master,King Bed,186.0,0,0,1,0,0,0,1,1,1,1,0,Unfurnished,25499
Kottayam,Studio,Bunk Bed,287.0,1,0,0,0,0,1,0,1,1,1,1,Semi,23343
Mg Road,Master,King Bed,290.0,0,0,0,0,0,1,0,0,0,1,0,Fully,29041
Ahmedabad,Triple,Double Bed,300.0,0,1,1,0,1,0,0,0,0,0,0,Semi,28698
Kalamassery,Single,Queen Bed,126.0,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,17530
Thrissur,Master,No Bed,250.0,1,0,1,1,1,1,1,1,1,0,1,Unfurnished,21647
Hyderabad,Single,King Bed,137.0,0,0,1,0,0,1,1,1,0,0,0,Semi,24066
Palarivattom,Quad,Bunk Bed,495.0,1,0,0,0,0,1,1,0,1,0,0,Fully,40730
Edappally,Quad,Single Bed,365.0,1,0,1,1,0,0,1,0,1,1,1,Unfurnished,33072
Vyttila,Master,King Bed,276.0,1,0,1,1,0,1,1,1,1,1,1,Semi,32965
Kannur,Single,No Bed,118.0,0,1,0,1,1,1,1,1,0,1,1,Semi,13861
Kollam,Studio,Single Bed,313.0,0,1,0,1,1,1,1,0,1,0,1,Semi,22058
Palarivattom,Triple,No Bed,347.0,0,1,0,1,1,0,0,1,1,0,1,Unfurnished,27765
Chennai,Studio,Double Bed,263.0,1,1,1,1,1,1,0,1,0,1,1,Unfurnished,36272
Kolkata,Single,Double Bed,94.0,0,1,1,0,0,1,1,0,0,1,0,Semi,15386
Mg Road,Single,Double Bed,100.0,1,0,0,0,0,0,1,1,1,1,1,Unfurnished,15199
Kottayam,Quad,Queen Bed,357.0,1,0,0,0,0,1,1,0,1,0,0,Fully,31698
Kannur,Triple,No Bed,366.0,0,1,1,0,1,1,1,1,0,0,1,Unfurnished,21607
Thrissur,Single,Queen Bed,98.0,0,1,0,1,0,0,0,0,1,1,0,Unfurnished,13620
Karukachal,Master,No Bed,298.0,1,1,1,0,1,0,1,0,0,0,1,Semi,16810
Kakkanad,Single,King Bed,104.0,0,0,1,0,1,0,0,0,0,0,1,Fully,17257
Aluva,Single,No Bed,104.0,0,0,0,1,0,1,0,1,0,1,0,Fully,11744
Aluva,Quad,Queen Bed,502.0,1,1,0,0,1,0,0,1,0,0,1,Fully,34416
Mg Road,Master,Single Bed,261.0,1,1,1,0,1,0,1,0,1,1,0,Unfurnished,25289
Alappuzha,Quad,Double Bed,479.0,1,0,0,0,1,0,1,1,0,0,0,Fully,32176
Pathanamthitta,Triple,Single Bed,294.0,0,0,0,1,0,1,0,1,0,0,0,Unfurnished,15070
Delhi,Master,No Bed,213.0,1,0,0,0,1,1,1,1,0,0,1,Semi,32189
Aluva,Quad,Queen Bed,361.0,1,1,1,1,0,0,1,1,0,0,1,Semi,30520
Palarivattom,Triple,Queen Bed,259.0,1,0,1,0,1,1,0,0,1,1,0,Unfurnished,31274
Kaloor,Quad,Bunk Bed,409.0,1,1,1,0,1,0,1,0,0,1,0,Semi,35839
Kannur,Triple,King Bed,411.0,1,1,0,0,0,1,0,1,1,0,1,Semi,30577
Fort Kochi,Triple,Single Bed,255.0,0,0,1,0,0,0,0,1,1,0,0,Fully,31893
Ahmedabad,Double,Single Bed,214.0,0,1,1,0,0,0,1,0,0,0,0,Unfurnished,20788
Kozhikode,Single,King Bed,121.0,0,1,0,0,0,0,1,0,1,0,1,Fully,18450
Kottayam,Studio,Double Bed,311.0,0,1,0,1,1,0,0,1,0,1,1,Unfurnished,22743
Kannur,Master,Queen Bed,188.0,1,0,1,1,0,1,1,0,1,1,1,Semi,24299
Fort Kochi,Studio,Bunk Bed,376.0,1,0,0,0,0,1,1,0,1,0,1,Semi,35886
Hyderabad,Triple,Single Bed,386.0,1,1,0,1,0,1,1,1,1,1,1,Semi,36760
Thrissur,Master,Double Bed,248.0,0,1,1,1,0,1,0,0,0,1,0,Semi,21937
Thrissur,Double,Queen Bed,243.0,1,1,1,0,1,1,1,1,1,1,1,Semi,25549
Alappuzha,Master,Queen Bed,284.0,1,1,1,1,0,1,1,1,0,0,1,Semi,22778
Ahmedabad,Master,Single Bed,194.0,0,1,0,0,0,0,1,0,1,1,1,Unfurnished,22941
Palakkad,Quad,Queen Bed,561.0,1,1,0,0,0,1,0,1,0,0,0,Fully,30037
Ranni,Studio,Bunk Bed,219.0,1,0,0,0,1,0,0,0,0,1,1,Unfurnished,15526
Mumbai,Double,King Bed,246.0,0,1,0,1,0,0,0,1,1,0,0,Fully,50034
Ahmedabad,Single,Queen Bed,86.0,0,0,1,0,1,0,0,0,1,1,0,Semi,18631
Vyttila,Quad,Bunk Bed,371.0,0,1,0,1,0,0,0,0,0,1,0,Semi,32478
Palarivattom,Studio,Single Bed,265.0,1,0,0,1,1,1,1,0,1,0,0,Fully,31352
Pathanamthitta,Quad,Bunk Bed,364.0,0,1,0,1,0,0,0,0,1,1,1,Fully,24098
Karukachal,Master,No Bed,166.0,0,1,1,0,1,0,1,1,1,0,1,Semi,14518
Thrissur,Master,Double Bed,226.0,1,1,1,1,1,0,0,1,0,1,0,Unfurnished,21234
Other,Triple,King Bed,319.0,1,0,0,1,0,1,0,0,1,0,1,Unfurnished,26339
Jaipur,Double,Bunk Bed,231.0,1,1,0,0,0,1,1,0,0,0,0,Fully,24066
Bangalore,Triple,No Bed,440.0,0,0,1,0,0,0,0,1,1,1,0,Semi,43104
Kolkata,Master,Bunk Bed,257.0,1,1,0,1,1,1,1,0,0,0,1,Semi,28105
Kakkanad,Single,King Bed,146.0,1,0,1,0,1,1,0,0,1,0,1,Semi,21197
Kannur,Quad,King Bed,557.0,1,0,0,0,0,1,1,1,0,1,1,Fully,35332
Pathanamthitta,Studio,King Bed,280.0,0,0,0,1,1,0,0,0,1,0,0,Fully,21955
Thrissur,Studio,No Bed,227.0,0,0,1,0,1,1,0,1,0,1,1,Semi,21126
Karukachal,Double,Single Bed,134.0,0,0,0,1,0,1,0,1,0,0,1,Fully,15466
Trivandrum,Triple,King Bed,419.0,1,1,1,0,1,0,0,1,1,1,0,Semi,33321
Kolkata,Double,Double Bed,220.0,1,1,0,1,0,0,1,0,1,0,1,Fully,28523
Kolkata,Master,No Bed,232.0,1,1,0,1,1,1,0,0,0,0,0,Fully,29194
Bangalore,Triple,Queen Bed,330.0,1,0,1,1,0,1,0,0,0,0,0,Unfurnished,44569
Ranni,Quad,No Bed,547.0,0,1,1,1,0,0,0,0,1,0,1,Unfurnished,20710
Vyttila,Master,Queen Bed,228.0,1,1,0,1,0,1,1,1,1,0,0,Fully,30462
Alappuzha,Triple,Queen Bed,372.0,0,0,1,1,0,0,0,0,1,0,1,Semi,22948
Mg Road,Quad,Bunk Bed,534.0,1,0,1,0,1,0,0,1,1,0,0,Semi,40161
Delhi,Triple,No Bed,256.0,1,1,0,1,1,0,1,1,1,1,0,Semi,42031
Kochi,Double,Queen Bed,212.0,0,0,1,0,1,0,1,1,1,0,0,Semi,24185
Alappuzha,Single,King Bed,104.0,0,0,0,1,0,0,0,1,1,1,0,Fully,18672
Surat,Quad,Bunk Bed,544.0,1,1,0,0,0,1,0,0,0,0,1,Semi,36867
Bangalore,Triple,No Bed,439.0,0,1,1,1,1,0,1,0,1,1,1,Fully,44424
Palarivattom,Master,Queen Bed,198.0,1,1,1,1,0,1,1,0,1,1,0,Semi,27458
Other,Single,Single Bed,85.0,0,1,1,0,1,0,0,0,1,0,0,Semi,11406
Kakkanad,Studio,Double Bed,367.0,1,1,1,0,0,0,0,0,0,0,0,Semi,26132
Kollam,Studio,Queen Bed,231.0,0,0,0,1,0,1,0,1,1,0,1,Unfurnished,21041
Jaipur,Triple,Single Bed,366.0,1,0,0,0,0,1,1,0,1,1,0,Semi,28361
Fort Kochi,Single,Single Bed,92.0,1,1,1,0,1,1,0,1,0,1,1,Semi,18376
Kalamassery,Master,No Bed,202.0,0,1,1,1,0,1,1,0,1,1,0,Unfurnished,17790
Ahmedabad,Single,Bunk Bed,104.0,1,0,1,0,1,0,1,0,0,1,0,Fully,17546
Kaloor,Double,King Bed,187.0,0,1,1,1,1,0,1,1,1,0,0,Fully,29701
Other,Double,Bunk Bed,188.0,1,0,1,1,0,0,1,0,1,0,1,Semi,18837
Kottayam,Master,No Bed,157.0,0,0,1,0,1,1,0,1,1,0,0,Fully,20904
Mg Road,Triple,No Bed,346.0,1,1,0,1,1,1,0,1,0,1,0,Fully,33062
Mg Road,Triple,Queen Bed,313.0,0,1,1,0,0,1,1,1,1,0,0,Semi,32472
Kollam,Triple,Double Bed,450.0,0,0,1,0,0,1,1,0,0,0,1,Fully,24739
Hyderabad,Double,King Bed,165.0,0,1,0,1,0,0,0,0,1,1,1,Fully,35625
Kolkata,Quad,Bunk Bed,391.0,0,1,0,0,0,0,0,0,0,0,1,Fully,38116
Kakkanad,Triple,King Bed,269.0,0,0,0,1,0,1,0,1,0,1,1,Unfurnished,29424
Pala,Triple,Queen Bed,427.0,0,0,1,0,0,1,0,1,1,1,0,Fully,23824
Thrissur,Master,Single Bed,265.0,0,0,0,1,1,0,1,1,1,1,0,Semi,21090
Kannur,Single,Single Bed,138.0,0,1,1,0,1,1,1,1,0,1,0,Fully,15377
Kolkata,Master,Bunk Bed,222.0,1,1,0,1,1,1,0,1,0,1,1,Semi,29873
Palakkad,Single,King Bed,134.0,1,0,1,1,0,1,0,1,1,1,0,Unfurnished,17326
Pala,Double,Bunk Bed,242.0,1,1,0,1,0,1,0,1,0,1,1,Semi,19213
Pathanamthitta,Master,King Bed,152.0,0,1,0,0,1,1,1,0,0,1,1,Unfurnished,17560
Alappuzha,Triple,Bunk Bed,360.0,1,0,0,0,0,0,1,1,0,0,1,Unfurnished,19698
Kolkata,Master,Bunk Bed,225.0,1,0,1,0,0,0,1,1,1,1,0,Fully,28902
Chennai,Studio,Queen Bed,226.0,1,1,1,1,1,0,0,1,1,0,1,Unfurnished,37155
Kannur,Studio,Single Bed,344.0,1,0,1,1,1,1,1,1,0,1,0,Fully,27462
Jaipur,Quad,King Bed,532.0,0,1,1,0,0,1,0,0,0,1,0,Semi,41389
Vyttila,Double,Queen Bed,155.0,0,1,1,1,1,1,0,1,0,1,1,Unfurnished,22633
Bangalore,Quad,Bunk Bed,595.0,1,0,0,0,0,0,0,1,0,0,1,Semi,59595
Kolkata,Quad,King Bed,587.0,1,0,1,1,1,1,0,0,1,0,1,Unfurnished,43025
Karukachal,Master,Double Bed,163.0,1,0,1,0,0,0,0,0,0,0,1,Unfurnished,14217
Ranni,Master,Single Bed,225.0,0,0,1,1,1,0,1,1,0,0,0,Unfurnished,13273
Ranni,Single,Double Bed,132.0,0,1,1,0,1,1,1,0,0,0,0,Semi,11827
Fort Kochi,Studio,Bunk Bed,333.0,1,1,0,0,0,0,0,0,1,0,0,Unfurnished,30295
Changanassery,Studio,Queen Bed,259.0,1,0,0,1,0,1,0,1,1,1,0,Semi,24975
Hyderabad,Single,King Bed,146.0,1,1,1,1,1,1,0,0,0,1,0,Semi,23800
Kakkanad,Studio,Single Bed,384.0,0,0,0,1,0,0,0,1,0,1,1,Semi,26397
Pune,Triple,Double Bed,391.0,1,1,1,0,0,0,1,1,1,1,1,Semi,40074
Kolkata,Double,Bunk Bed,223.0,0,1,0,1,0,0,1,1,0,0,1,Unfurnished,22320
Pune,Studio,King Bed,262.0,1,1,0,0,0,1,1,1,0,0,0,Unfurnished,45189
Chennai,Double,Queen Bed,207.0,0,1,0,1,0,1,0,1,1,0,1,Semi,31057
Palakkad,Single,Double Bed,97.0,1,1,1,1,1,0,1,0,0,1,1,Semi,15809
Trivandrum,Quad,Bunk Bed,533.0,1,0,0,1,0,0,1,1,1,1,1,Semi,36532
Kollam,Quad,Queen Bed,414.0,1,1,0,1,1,0,0,1,0,1,1,Fully,33495
Pala,Studio,Double Bed,335.0,1,0,1,1,0,0,0,0,0,0,1,Unfurnished,21010
Aluva,Triple,Bunk Bed,375.0,0,0,1,0,0,0,1,1,0,0,0,Unfurnished,20244
Kollam,Master,Single Bed,194.0,0,1,1,0,0,0,0,1,0,0,1,Fully,20077
Delhi,Studio,Single Bed,215.0,1,1,0,1,1,0,0,1,0,0,0,Fully,42820
Kannur,Master,Bunk Bed,154.0,1,1,0,1,1,1,1,1,1,1,1,Fully,22830
Kalamassery,Studio,King Bed,296.0,1,0,1,0,0,0,1,0,0,1,1,Unfurnished,25371
Palakkad,Double,Double Bed,187.0,0,1,0,1,0,1,1,1,1,1,0,Unfurnished,15055
Other,Triple,Double Bed,323.0,1,1,0,0,0,0,0,1,1,0,0,Unfurnished,22919
Kochi,Single,Queen Bed,91.0,1,1,1,0,0,1,1,0,0,1,1,Unfurnished,16779
Kochi,Master,Double Bed,268.0,0,1,1,1,0,0,1,1,0,0,1,Unfurnished,23310
Palakkad,Single,Single Bed,84.0,1,1,0,1,1,1,1,0,0,1,0,Semi,13693
Pala,Triple,Bunk Bed,306.0,1,0,1,1,1,1,1,0,0,1,0,Fully,24860
Aluva,Master,Bunk Bed,280.0,0,1,1,1,0,1,1,0,0,0,0,Fully,19758
Kannur,Quad,Double Bed,574.0,1,1,1,0,0,1,1,0,0,0,1,Semi,33190
Pathanamthitta,Single,King Bed,82.0,1,0,1,0,1,1,1,0,1,0,1,Fully,17765
Ranni,Studio,Queen Bed,214.0,1,0,0,0,1,1,1,0,1,0,1,Fully,23870
Fort Kochi,Master,King Bed,263.0,1,0,0,0,1,0,0,1,0,0,0,Semi,30156
Changanassery,Studio,No Bed,248.0,1,1,0,0,0,0,0,1,1,0,0,Unfurnished,17691
Bangalore,Double,No Bed,128.0,0,0,1,1,0,0,0,0,0,1,0,Unfurnished,29619
Kakkanad,Master,Double Bed,271.0,1,1,0,1,0,0,0,1,1,0,0,Fully,26883
Kochi,Double,Single Bed,125.0,0,1,1,0,1,1,0,1,1,0,0,Semi,20392
Kochi,Studio,No Bed,332.0,1,0,1,0,1,0,1,1,0,1,0,Semi,27083
Kottayam,Single,No Bed,98.0,1,1,0,1,1,0,0,1,0,0,1,Unfurnished,11172
Pune,Studio,Bunk Bed,389.0,0,0,0,0,0,1,0,0,1,1,1,Unfurnished,38217
Kalamassery,Studio,Double Bed,367.0,0,1,1,0,1,0,1,0,1,0,1,Fully,28984
Kaloor,Quad,Double Bed,472.0,1,1,1,1,1,0,0,0,0,1,1,Fully,41889
Aluva,Single,No Bed,91.0,0,0,0,1,1,1,1,0,0,1,1,Semi,10618
Kochi,Studio,Single Bed,208.0,0,1,0,0,1,0,1,0,0,1,1,Unfurnished,23192
Kollam,Triple,Bunk Bed,407.0,0,1,0,0,1,0,1,0,0,1,1,Unfurnished,22814
Kolkata,Quad,No Bed,420.0,1,1,0,1,0,1,1,1,0,0,1,Fully,38100
Kozhikode,Double,Single Bed,200.0,1,0,1,1,0,0,1,1,1,1,1,Fully,23974
Mg Road,Double,No Bed,191.0,1,1,1,0,1,1,1,0,1,1,0,Unfurnished,23313
Trivandrum,Master,No Bed,168.0,0,1,1,1,0,1,1,0,1,1,0,Semi,21670
Kozhikode,Double,Double Bed,223.0,1,0,0,0,1,1,0,0,0,0,1,Unfurnished,17938
Kolkata,Single,Single Bed,102.0,0,0,0,1,0,0,0,1,1,0,1,Fully,15611
Pathanamthitta,Double,Bunk Bed,183.0,1,0,0,1,1,1,0,0,0,1,1,Fully,17582
Pala,Single,King Bed,116.0,0,0,0,0,1,0,1,1,1,1,1,Fully,18261
Aluva,Studio,King Bed,315.0,0,0,0,1,1,1,1,1,0,1,0,Fully,27510
Kollam,Double,Single Bed,228.0,0,0,1,1,0,1,1,1,1,0,0,Unfurnished,15521
Pathanamthitta,Double,Queen Bed,205.0,1,1,0,1,0,1,0,0,1,1,1,Unfurnished,17754
Ranni,Triple,Single Bed,366.0,1,0,0,0,0,0,0,0,1,0,1,Unfurnished,16199
Pune,Quad,King Bed,598.0,0,0,1,1,0,0,0,1,1,0,1,Semi,58629
Kalamassery,Studio,Single Bed,376.0,0,1,1,0,1,0,1,1,1,0,0,Fully,26537
Ranni,Studio,Queen Bed,322.0,0,1,0,0,1,0,0,1,1,1,1,Fully,21799
Kozhikode,Single,Bunk Bed,147.0,1,1,1,0,0,1,0,1,0,1,0,Fully,18268
Alappuzha,Quad,No Bed,414.0,1,1,1,1,0,1,0,1,1,0,1,Fully,32157
Edappally,Master,Bunk Bed,208.0,1,1,1,1,0,0,0,1,0,0,1,Semi,23709
Bangalore,Double,No Bed,155.0,1,0,0,1,1,0,0,1,1,0,0,Semi,29954
Kozhikode,Master,Queen Bed,168.0,0,1,1,0,1,1,0,0,1,0,1,Unfurnished,22043
Fort Kochi,Triple,Bunk Bed,262.0,0,0,1,0,1,0,1,0,0,0,0,Semi,29938
Bangalore,Triple,Bunk Bed,432.0,0,0,1,1,0,0,0,0,0,1,1,Unfurnished,43283
Pathanamthitta,Triple,King Bed,310.0,0,0,0,1,1,0,1,0,0,0,0,Semi,20729
Bangalore,Single,Single Bed,102.0,0,0,1,0,0,1,1,1,0,0,1,Unfurnished,19068
Mumbai,Studio,King Bed,224.0,0,1,0,0,1,1,0,1,1,0,1,Semi,62160
Vyttila,Studio,Bunk Bed,333.0,0,1,1,0,0,1,1,1,0,1,1,Fully,33916
Chennai,Triple,Single Bed,424.0,1,1,0,1,1,0,1,1,1,0,1,Unfurnished,38483
Mumbai,Quad,Queen Bed,594.0,1,0,1,1,1,1,0,0,0,1,1,Semi,81435
Fort Kochi,Double,Double Bed,249.0,0,1,1,0,0,1,1,1,1,0,0,Fully,29988
Karukachal,Quad,Single Bed,546.0,1,0,0,0,1,0,1,0,0,1,0,Unfurnished,21381
Mumbai,Studio,Queen Bed,345.0,0,0,1,1,0,0,0,0,1,1,0,Unfurnished,60179
Aluva,Quad,No Bed,418.0,1,0,0,1,0,1,1,1,1,1,1,Unfurnished,25328
Hyderabad,Double,Queen Bed,183.0,0,1,1,1,1,1,0,1,0,1,1,Unfurnished,30439
Kottayam,Triple,No Bed,321.0,0,1,1,0,1,1,0,0,1,1,0,Semi,22385
Kalamassery,Quad,King Bed,403.0,1,0,0,0,0,0,1,0,1,1,0,Unfurnished,30922
Kannur,Studio,King Bed,376.0,1,0,1,0,1,1,1,1,0,1,0,Fully,33181
Mumbai,Triple,Double Bed,367.0,0,0,0,1,1,0,0,1,0,1,0,Semi,58118
Other,Triple,Bunk Bed,357.0,1,1,1,1,0,1,1,0,0,1,1,Semi,25344
Aluva,Double,King Bed,162.0,1,0,1,0,1,0,1,1,0,1,1,Semi,21772
Chennai,Master,Bunk Bed,274.0,1,1,0,0,1,0,0,0,0,1,1,Unfurnished,27246
Kolkata,Quad,King Bed,534.0,0,0,0,0,0,1,1,1,1,0,0,Semi,43614
Kannur,Triple,Queen Bed,336.0,1,0,1,1,1,0,1,0,0,1,0,Unfurnished,23254
Changanassery,Master,Single Bed,167.0,1,0,1,1,0,1,0,1,1,1,1,Unfurnished,17122
Kaloor,Studio,King Bed,312.0,1,1,0,1,0,1,0,1,1,1,0,Unfurnished,35461
Kolkata,Quad,No Bed,600.0,1,1,1,1,1,1,1,1,0,0,1,Fully,43289
Fort Kochi,Studio,Double Bed,346.0,1,1,0,1,0,0,1,0,0,1,1,Unfurnished,35838
Kakkanad,Quad,No Bed,479.0,0,0,0,0,0,0,0,0,1,0,0,Fully,32462
Kalamassery,Triple,Double Bed,295.0,1,1,1,1,1,0,1,0,1,1,1,Fully,27518
Bangalore,Triple,Double Bed,395.0,0,1,0,0,1,0,0,1,0,0,1,Semi,46773
Pala,Studio,Bunk Bed,321.0,1,0,1,0,1,0,0,0,0,0,1,Fully,20708
Aluva,Double,Single Bed,175.0,1,0,1,0,0,1,0,0,1,1,0,Unfurnished,14609
Ranni,Studio,Queen Bed,335.0,1,1,0,1,1,1,0,0,0,1,0,Unfurnished,22039
Kannur,Single,Double Bed,86.0,0,0,0,1,1,1,0,1,1,0,1,Unfurnished,12875
Other,Quad,Double Bed,536.0,0,0,0,0,1,1,1,0,1,0,0,Unfurnished,29189
Kochi,Quad,King Bed,472.0,0,0,0,0,0,1,0,0,1,0,1,Semi,36632
